term,document_count,percent,examples
diagnostizierten polyneuropathie,2,0.3,drei Jahren diagnostizierten Polyneuropathie unklarer Genese dar. | Diese Therapie wurde jedoch im Verlauf im Zusammenhang mit der diagnostizierten Polyneuropathie als potenziell mitursächlich eingestuft und daraufhin abgesetzt.
schwindelgefühle,2,0.3,"Abschließend erwähnt die Patientin eine Reihe weiterer Beschwerden, darunter gelegentliche Schwindelgefühle, intermittierende Schmerzen im Bereich der Lendenwirbelsäule mit Ausstrahlung ins rechte Bein, stressbedingte Inkontinenz sowie gelegentliche Kopfschmerzen, u. | Zusätzlich bestehen häufig Schwindelgefühle, Kribbelparästhesien und Taubheitsgefühle, vorrangig in den Fingern der linken Hand."
konzentrations merkfähigkeitsstörungen stimmung wechselhaft,2,0.3,
merkfähigkeitsstörungen stimmung wechselhaft,2,0.3,
merkfähigkeitsstörungen stimmung wechselhaft häufig,2,0.3,
gefasst atopischer dermatitis,2,0.3,
berichte gefasst atopischer dermatitis,2,0.3,
atopischer dermatitis,2,0.3,Kurz gefasst leide der Patient seit 2006 unter atopischer Dermatitis.
aufmerksamkeitsstörungen,2,0.3,"Durch die Schmerzen leidet er unter Schlafstörungen, dies führt zu Konzentrations- und Aufmerksamkeitsstörungen, was in der Schule sehr problematisch ist. | Im Zusammenhang mit seiner Schmerzsymptomatik klagt der Patient über anhaltende depressive Verstimmung, Antriebsverlust, das Gefühl innere Leere, Schlafstörungen, Konzentrations- und Aufmerksamkeitsstörungen."
konzentrations aufmerksamkeitsstörungen,2,0.3,
einem ausgeprägten erschöpfungsgefühl,2,0.3,Der Schlaf sei nicht erholsam; morgens wache er mit einem ausgeprägten Erschöpfungsgefühl auf. | Der Schlaf sei nicht erholsam; morgens wache sie mit einem ausgeprägten Erschöpfungsgefühl auf.
ausgeprägten erschöpfungsgefühl,2,0.3,Der Schlaf sei nicht erholsam; morgens wache er mit einem ausgeprägten Erschöpfungsgefühl auf. | Der Schlaf sei nicht erholsam; morgens wache sie mit einem ausgeprägten Erschöpfungsgefühl auf.
wache einem ausgeprägten erschöpfungsgefühl,2,0.3,
somatischer beschwerden jahren dorsalgien,2,0.3,
charakter pfeifen tinnitus vorhanden,2,0.3,
beschwerden jahren dorsalgien bereich,2,0.3,
jahren tinnitus aurium links,2,0.3,
gegen kopfschmerzen,2,0.3,"Sie gibt weiterhin an, dass lokaler Wärme manchmal gegen Kopfschmerzen hilft, manchmal lokale Kälte, und manchmal hilft nichts davon."
belastungsstörung,2,0.3,posttraumatischen Belastungsstörung und mittel- bis schwergradige depressiver Störung sowie an bereist o.g. | Im Vordergrund der psychischen Komponente steht eine langjährige Posttraumatische Belastungsstörung sowie Depression.
nackenbeschwerden auftretenden kopfschmerzen,2,0.3,
lyme arthritis,2,0.3,
pfeifton tinnitus unterschiedlicher intensität,2,0.3,
pfeifton tinnitus unterschiedlicher,2,0.3,
auftretenden kopfschmerzen,2,0.3,"Daneben berichtet der Patient, seit über 20 Jahren unter intermittierend ziehende Nackenbeschwerden mit immer wieder auftretenden Kopfschmerzen zu leiden. | Daneben berichtet der Patient, seit über 20 Jahren unter intermittierenden ziehenden Nackenbeschwerden mit immer wieder auftretenden Kopfschmerzen zu leiden."
nackenbeschwerden auftretenden kopfschmerzen symptomatik,2,0.3,
einschlafstörungen beeinträchtigt,2,0.3,Ihr Schlaf sei vor allem durch Einschlafstörungen beeinträchtigt. | Zudem sei ihr Schlaf erheblich durch Einschlafstörungen beeinträchtigt.
früher konzentrations merkfähigkeitsstörungen schlaf,2,0.3,
allem einschlafstörungen,2,0.3,
bekanntes reizdarmsyndrom,2,0.3,"Darüber hinaus gibt die Patientin an, dass sich ihr bereits seit vielen Jahren bekanntes Reizdarmsyndrom mit zahlreichen Nahrungsmittelunverträglichkeiten in erheblichem Maße negativ auf ihr Müdigkeitssyndrom auswirke. | Darüber hinaus berichtet die Patientin über ein bereits seit über 30 Jahren bekanntes Reizdarmsyndrom, das sich insbesondere in Form von vermehrten Blähungen, Blähbauch, Obstipationsneigung sowie gelegentlich auftretenden Bauchschmerzen manifestiert."
müdigkeitssyndrom bestehende,2,0.3,
konzentrations merkfähigkeitsstörungen erhöhter,2,0.3,
erschöpfung reduzierter,2,0.3,
konzentrations merkfähigkeitsstörungen erhöhter beanspruchung,2,0.3,
stehen chronisches müdigkeitssyndrom bestehende,2,0.3,
chronisches müdigkeitssyndrom bestehende,2,0.3,
merkfähigkeitsstörungen erhöhter beanspruchung,2,0.3,
anhaltende erschöpfung,2,0.3,Die Patientin beschreibt eine anhaltende Erschöpfung bei deutlich reduzierter Belastbarkeit. | Aktuell bestehen noch ein produktiver Husten und eine anhaltende Erschöpfung.
träten konzentrations merkfähigkeitsstörungen erhöhter,2,0.3,
reizdarmsyndrom vermutet drei jahren,2,0.3,
reizdarmsyndrom vermutet drei,2,0.3,
drei jahren zunehmende erschöpfungssymptomatik,2,0.3,
treten kopfschmerzen täglich,2,0.3,
intensität tinnitus,2,0.3,
tinnitus morgens,2,0.3,"Er gibt außerdem an, dass der Tinnitus morgens nicht so stark ist wie abends."
beschwerden jahren dorsalgien,2,0.3,
arthritis urica diagnostiziert zeit,2,0.3,
hoher pfeifton tinnitus unterschiedlicher,2,0.3,
kopfschmerzen symptomatik fünf jahren,2,0.3,
auftretenden kopfschmerzen symptomatik,2,0.3,
jahr arthritis,2,0.3,
jahr arthritis urica,2,0.3,
jahr arthritis urica diagnostiziert,2,0.3,
chronischen bronchitis dies äußert,2,0.3,
bronchitis dies äußert,2,0.3,
bronchitis dies,2,0.3,
chronischen bronchitis dies,2,0.3,
merkfähigkeitsstörungen erhöhter,2,0.3,
müdigkeitssyndrom bestehende chronische schmerzproblematik,2,0.3,
erschöpfung reduzierter belastbarkeit,2,0.3,
müdigkeitssyndrom bestehende chronische,2,0.3,
chronisches müdigkeitssyndrom bestehende chronische,2,0.3,
konzentrationsstörungen merkfähigkeitsstörungen sein schlaf,2,0.3,
störung hinsichtlich somatischer beschwerden,2,0.3,
tritt klinisch einer restless,2,0.3,
einer restless legs,2,0.3,
lumbalsyndrom beschwerden äußern ziehenden,2,0.3,
bestehendes zervikobrachialsyndrom rezidivierende,2,0.3,
zervikobrachialsyndrom rezidivierende,2,0.3,
einer restless,2,0.3,"Zudem berichtet die Patientin über ein nächtlich auftretendes Unruhegefühl in den Beinen, welches insbesondere beim abendlichen Zur-Ruhe-Kommen in Erscheinung tritt und klinisch einer Restless-Legs-Symptomatik entspricht."
klinisch einer restless legs,2,0.3,
zervikobrachialsyndrom rezidivierende spannungsartige schmerzen,2,0.3,
einer bekannten arthrose,2,0.3,"Weitere behandlungsbedürftige Beschwerden bestehen in Form von rechtsbetonten Großzehengrundgelenkschmerzen im Rahmen einer bekannten Arthrose. | Weitere behandlungsbedürftige Beschwerden sind linksbetonte Hüftschmerzen im Rahmen einer bekannten Arthrose – diese seien stets vorhanden, jedoch in unterschiedlicher Intensität."
restless legs symptomatik entspricht,2,0.3,
kopfschmerzen symptomatik fünf,2,0.3,
auftretenden kopfschmerzen symptomatik fünf,2,0.3,
arthritis urica diagnostiziert,2,0.3,"Darüber hinaus berichtet er, dass bei ihm im Jahr 1988 eine Arthritis urica diagnostiziert worden sei. | berichtet, dass bei ihm im Jahr 1988 eine Arthritis urica diagnostiziert worden sei."
arthritis urica,2,0.3,"Darüber hinaus berichtet er, dass bei ihm im Jahr 1988 eine Arthritis urica diagnostiziert worden sei. | berichtet, dass bei ihm im Jahr 1988 eine Arthritis urica diagnostiziert worden sei."
kopf anhaltenden kopfschmerzen halsschmerzen,2,0.3,
mehreren jahren bestehendes zervikobrachialsyndrom,2,0.3,Die Patientin berichtet über ein seit mehreren Jahren bestehendes Zervikobrachialsyndrom.
hinaus einem chronischen lumbalsyndrom,2,0.3,
jahren bestehendes zervikobrachialsyndrom rezidivierende,2,0.3,
jahren bestehendes zervikobrachialsyndrom,2,0.3,Die Patientin berichtet über ein seit mehreren Jahren bestehendes Zervikobrachialsyndrom.
bronchitis dies äußert allem,2,0.3,
einer chronischen bronchitis dies,2,0.3,
rahmen einer chronischen bronchitis,2,0.3,Kurz gefasst leide der Patient seit über zwölf Jahren unter chronischen Beschwerden im Rahmen einer chronischen Bronchitis. | Zudem leide der Patient seit über zehn Jahren unter chronische Beschwerden im Rahmen einer chronischen Bronchitis.
polyneuropathie brennenden,2,0.3,
polyneuropathie brennenden drückenden schmerzen,2,0.3,
polyneuropathie brennenden drückenden,2,0.3,
appendizitis,2,0.3,"Der Patient berichtet über eine komplizierte Appendizitis vor etwa 25 Jahren, die operativ behandelt wurde. | Zudem leide der Patient unter chronischen Bauchschmerzen seit einer Ileus-Operation 1993 nach perforierter Appendizitis und Peritonitis."
merkfähigkeitsstörungen sein schlaf ausgeprägten,2,0.3,
zusätzlich konzentrationsstörungen merkfähigkeitsstörungen sein,2,0.3,
konzentrationsstörungen merkfähigkeitsstörungen sein,2,0.3,
sein schlaf ausgeprägten durchschlafstörungen,2,0.3,
bestehendes zervikobrachialsyndrom,2,0.3,Die Patientin berichtet über ein seit mehreren Jahren bestehendes Zervikobrachialsyndrom.
rahmen einer bekannten arthrose,2,0.3,"Weitere behandlungsbedürftige Beschwerden bestehen in Form von rechtsbetonten Großzehengrundgelenkschmerzen im Rahmen einer bekannten Arthrose. | Weitere behandlungsbedürftige Beschwerden sind linksbetonte Hüftschmerzen im Rahmen einer bekannten Arthrose – diese seien stets vorhanden, jedoch in unterschiedlicher Intensität."
einer restless legs symptomatik,2,0.3,
klinisch einer restless,2,0.3,"Zudem berichtet die Patientin über ein nächtlich auftretendes Unruhegefühl in den Beinen, welches insbesondere beim abendlichen Zur-Ruhe-Kommen in Erscheinung tritt und klinisch einer Restless-Legs-Symptomatik entspricht."
störung hinsichtlich,2,0.3,
störung hinsichtlich somatischer,2,0.3,
hierzu gehören durchschlafstörungen,2,0.3,
komplex hierzu gehören durchschlafstörungen,2,0.3,
gehören durchschlafstörungen kopfschmerzen infektanfälligkeit,2,0.3,
durchschlafstörungen kopfschmerzen infektanfälligkeit allem,2,0.3,
kopfschmerzen halsschmerzen äußert gesamte,2,0.3,
anhaltenden kopfschmerzen halsschmerzen,2,0.3,
kopfschmerzen halsschmerzen,2,0.3,
gehören durchschlafstörungen kopfschmerzen,2,0.3,
anhaltenden kopfschmerzen halsschmerzen äußert,2,0.3,
durchschlafstörungen kopfschmerzen,2,0.3,
chronisches fatigue syndrom,2,0.3,"Seit einer Mittellappenpneumonie im Februar 2023 stellte sich bei der Patientin ein chronisches Fatigue Syndrom ein mit vordergründig ausgeprägtem Brainfog (Konzentrationsstörungen, Wahrnehmungsstörungen und Wortfindungsstörungen), ausgeprägter Müdigkeit mit Schlafstörungen, Schwindelsymptomatik und rezidivierenden Dyspnoen."
bekannten arthrose,2,0.3,"Weitere behandlungsbedürftige Beschwerden bestehen in Form von rechtsbetonten Großzehengrundgelenkschmerzen im Rahmen einer bekannten Arthrose. | Weitere behandlungsbedürftige Beschwerden sind linksbetonte Hüftschmerzen im Rahmen einer bekannten Arthrose – diese seien stets vorhanden, jedoch in unterschiedlicher Intensität."
bestehendes zervikobrachialsyndrom rezidivierende spannungsartige,2,0.3,
kopfschmerzen infektanfälligkeit allem starken,2,0.3,
gehören durchschlafstörungen,2,0.3,
kopfschmerzen infektanfälligkeit allem,2,0.3,
kopfschmerzen infektanfälligkeit,2,0.3,
durchschlafstörungen kopfschmerzen infektanfälligkeit,2,0.3,
kopf anhaltenden kopfschmerzen,2,0.3,
hierzu gehören durchschlafstörungen kopfschmerzen,2,0.3,
starken kopf anhaltenden kopfschmerzen,2,0.3,
kopfschmerzen halsschmerzen äußert,2,0.3,
tinnitus charakter hoher pfeifton,2,0.3,
hoher pfeifton tinnitus nacht,2,0.3,
einem beidseitigen tinnitus charakter,2,0.3,
zervikobrachialsyndrom rezidivierende spannungsartige,2,0.3,
hinaus jahren zunehmende erschöpfungssymptomatik,2,0.3,
arthritis allem beide,2,0.3,
psoriasis arthritis allem beide,2,0.3,
erschöpfungssymptomatik aufgrund sowohl,2,0.3,
zunehmende erschöpfungssymptomatik aufgrund sowohl,2,0.3,
beidseitigen tinnitus charakter hoher,2,0.3,
beidseitigen tinnitus charakter,2,0.3,
tinnitus charakter,2,0.3,
tinnitus charakter hoher,2,0.3,
genügen können konzentrations merkfähigkeitsstörungen,2,0.3,
chronische bronchitis,2,0.3,Weiterhin berichtet der Patient über eine chronische Bronchitis sowie eine damit verbundene intermittierende Anosmie. | Zudem besteht bei dem Patienten eine chronische Bronchitis und eine Lungengerüsterkrankung unbekannter Genese.
jahren zunehmende erschöpfungssymptomatik aufgrund,2,0.3,
verdauungsstörungen zeigten meistens magendruckgefühl,2,0.3,
zunehmende erschöpfungssymptomatik aufgrund,2,0.3,
erschöpfungssymptomatik aufgrund sowohl beruflicher,2,0.3,
durchschlafstörungen schlafe,2,0.3,
aufnahmegespräch zwei jahr erschöpfungssymptomatik,2,0.3,
merkfähigkeitsstörungen schlaf genug,2,0.3,
zwei jahr erschöpfungssymptomatik,2,0.3,
einer gonarthrose belastungsabhängige,2,0.3,
knieschmerzen rahmen einer gonarthrose,2,0.3,
gonarthrose belastungsabhängige knieschmerzen,2,0.3,
einer gonarthrose belastungsabhängige knieschmerzen,2,0.3,
wegen kopfschmerzen,2,0.3,"Die Patientin gibt an, dass sie fast jede Nacht zwischen 3 und 4 Uhr wegen Kopfschmerzen aufwacht."
kopfschmerzen halten,2,0.3,"Diese Kopfschmerzen halten an, bis sie aufsteht und sich zu bewegen beginnt. | Kopfschmerzen halten meistens mehreren Wochen lange an."
rahmen einer gonarthrose belastungsabhängige,2,0.3,
kopfschmerzen einer,2,0.3,
migräneanfälle licht geräuschempfindlichkeit,2,0.3,
migräneanfälle licht geräuschempfindlichkeit rückzugsbedürfnis,2,0.3,
zehn jahren zervikobrachialgien,2,0.3,
gonarthrose belastungsabhängige,2,0.3,
migräneanfälle licht,2,0.3,
konzentrations merkfähigkeitsstörungen schlaf genug,2,0.3,
beschwerden chronischen dorsalgien allen,2,0.3,
angst depression hinsichtlich somatischer,2,0.3,
symptomatik angst depression,2,0.3,
angst depression hinsichtlich,2,0.3,
symptomatik angst depression hinsichtlich,2,0.3,
angst depression,2,0.3,
gemischte symptomatik angst depression,2,0.3,
arthrose chronischen beschwerden,2,0.3,
arthrose chronischen,2,0.3,
arthrose chronischen beschwerden erträgliches,2,0.3,
bestehende dorsalgien bereich jahren,2,0.3,
vielen jahren bestehende dorsalgien,2,0.3,"Hinsichtlich somatischer Beschwerden nennt der Patient Patientin seit vielen Jahren bestehende Dorsalgien im Bereich der HWS und LWS, die sich in den letzten Jahren deutlich verschlechtert haben. | Als weitere somatische Beschwerden nennt die Patientin seit vielen Jahren bestehende Dorsalgien im Bereich der HWS und LWS, die sich in den letzten Jahren deutlich verschlechtert haben."
schwankschwindel symptomatik,2,0.3,
einschlafstörungen durchschlafstörungen gestört,2,0.3,
einschlafstörungen durchschlafstörungen gestört hinsichtlich,2,0.3,
durchschlafstörungen geprägt,2,0.3,Der Schlaf sei von Durchschlafstörungen geprägt. | Ihr Schlaf sei von Ein- und Durchschlafstörungen geprägt.
schlaf durchschlafstörungen geprägt,2,0.3,
erreicht konzentrations merkfähigkeitsstörungen stimmung,2,0.3,
bursitis subacromialis,2,0.3,"Orthopädisch wurden ein Impingement-Syndrom, eine aktivierte Akromioklavikulargelenkarthrose sowie eine Bursitis subacromialis und subdeltoidea im linken Schultergelenk diagnostiziert. | Diagnostiziert wurde ein longitudinaler Partialriss der langen Bizepssehne bis in den Bizepsanker, begleitet von einer leichten Bursitis subacromialis-subdeltoideus sowie einer Peritendinitis."
aspirin migräne,2,0.3,"Linderung erfährt die Patientin durch Kälte, Ruhe, Dunkelheit, Liegen sowie Ibuprofen oder Aspirin Migräne. | Besserung: Ruhe, Kälte, Medikamenten (Aspirin Migräne)."
gedrückt ausgeprägten konzentrations merkfähigkeitsstörungen,2,0.3,
merkfähigkeitsstörungen sein schlaf genug,2,0.3,
vielen jahren einem tinnitus,2,0.3,
schlaf durchschlafstörungen beeinträchtigt bestehende,2,0.3,
durchschlafstörungen beeinträchtigt bestehende müdigkeitssymptomatik,2,0.3,
sommermonaten schlaf durchschlafstörungen,2,0.3,
durchschlafstörungen beeinträchtigt bestehende,2,0.3,
charakter tinnitus,2,0.3,
sommermonaten schlaf durchschlafstörungen beeinträchtigt,2,0.3,
merkfähigkeitsstörungen schlaf genug erholsam,2,0.3,
zwei jahr erschöpfungssymptomatik erschöpft,2,0.3,
frühlings sommermonaten schlaf durchschlafstörungen,2,0.3,
reizdarm vermutet,2,0.3,Es wurde Reizdarm vermutet. | Es wurden Reizmagen und Reizdarm vermutet.
sigmadivertikulose,2,0.3,"Der Patient gibt an, dass er sich aufgrund seiner chronischen Sigmadivertikulose mit rezidivierenden Divertikulitiden einer Sigmaresektion unterzogen hat, nach der sich die Reizdarmsymptomatik beruhigt hat, aber in Stresssituationen sind die Symptome weiterhin in etwas milderer Form vorhanden. | Zudem ist eine Sigmadivertikulose bekannt mit Z.n."
tinnitus beidseits lokalisiert,2,0.3,
entspricht einer migräne,2,0.3,"Der zweite Kopfschmerztyp entspricht einer Migräne, die etwa zweimal pro Monat auftritt und von vegetativer Begleitsymptomatik begleitet wird. | Die zweite Schmerzform entspricht einer Migräne mit Aura."
kopfschmerzen zwei unterschiedlichen,2,0.3,
tinnitus beidseits lokalisiert kontinuierlich,2,0.3,
tinnitus beidseits,2,0.3,
blasenentleerungsstörung deutlicher restharnbildung,2,0.3,
blasenentleerungsstörung deutlicher,2,0.3,
patienten blasenentleerungsstörung,2,0.3,
patienten blasenentleerungsstörung deutlicher restharnbildung,2,0.3,
beinen patienten blasenentleerungsstörung deutlicher,2,0.3,
beinen patienten blasenentleerungsstörung,2,0.3,
patienten blasenentleerungsstörung deutlicher,2,0.3,
erreicht schlaf durchschlafstörungen,2,0.3,
syndrom magen darm beschwerden,2,0.3,
andauernde erschöpfung,2,0.3,"Seitdem leide sie unter kognitiven Einschränkungen, eingeschränkte Aufmerksamkeit – und Konzentrationsfähigkeit, Gedächtnisstörungen, Schmerzen und Missempfindungen in den Beinen, Gangunsicherheit, Lärm- und Lichtüberempfindlichkeit sowie andauernde Erschöpfung. | Der Patient klagt im Aufnahmegespräch über starke, andauernde Erschöpfung, welche seit ca."
blasenentleerungsstörung deutlicher restharnbildung april,2,0.3,
schweregefühl beinen patienten blasenentleerungsstörung,2,0.3,
blasenentleerungsstörung,2,0.3,Zudem besteht bei dem Patienten eine Blasenentleerungsstörung mit deutlicher Restharnbildung.
